motif_id,term,n_mentions,category,biome_hint
m7b,нарты,2,artefact,Tundra/Boreal — sledge pl
m7b,стрела,5,artefact,generic
m7b,аляски,1,region,Tundra/Boreal
m8,южный,1,direction,Southern
m8,ямс,6,artefact,Trop. Moist — yam
m8,маниока,4,artefact,Trop. Moist — manioc
m80,стрела,1,artefact,generic
m80,лук,2,artefact,"generic, ambiguous (also = onion)"
m81,ямса,2,artefact,Trop. Moist
m81,ямс,2,artefact,Trop. Moist — yam
m81,северное,1,direction,Northern
m81,лук,1,artefact,"generic, ambiguous (also = onion)"
m81b,стрела,7,artefact,generic
m81b,северное,1,direction,Northern
m81c,ямса,1,artefact,Trop. Moist
m81c,ямс,2,artefact,Trop. Moist — yam
m81c,северное,1,direction,Northern
m81d,ямс,2,artefact,Trop. Moist — yam
m81d,ямса,1,artefact,Trop. Moist
m81e1,нарта,1,artefact,Tundra/Boreal — sledge
m83,северного,1,direction,Northern
m83,конго,1,region/river,Trop. Moist
m83,южный,1,direction,Southern
m83,азии,1,continent,?
m83,лук,4,artefact,"generic, ambiguous (also = onion)"
m83a,лук,1,artefact,"generic, ambiguous (also = onion)"
m83b,карелия,1,region,Boreal
m84,южный,3,direction,Southern
m84,лук,4,artefact,"generic, ambiguous (also = onion)"
m84,нарта,2,artefact,Tundra/Boreal — sledge
m84,кавказа,1,mountain,Mediterranean/Mountain
m84,нарте,1,artefact,Tundra/Boreal
m84,стрела,1,artefact,generic
m84,гарпун,1,artefact,Arctic/coastal — harpoon
m84a,южный,1,direction,Southern
m84a,алтай,2,mountain,Mountain/Steppe
m84a,лук,1,artefact,"generic, ambiguous (also = onion)"
m84b,лук,3,artefact,"generic, ambiguous (also = onion)"
m84b,гарпун,1,artefact,Arctic/coastal — harpoon
m85,карелия,1,region,Boreal
m85,южный,1,direction,Southern
m85,пироги,1,artefact,Trop.
m85,камчатки,1,region,Boreal/Tundra
m85,якутия,1,region,Boreal/Tundra
m89,стрела,1,artefact,generic
m8a,южный,3,direction,Southern
m8a,гарпун,1,artefact,Arctic/coastal — harpoon
m8a,гарпуном,1,artefact,Arctic/coastal
m9,стрела,1,artefact,generic
m90,лук,2,artefact,"generic, ambiguous (also = onion)"
m90a,лук,2,artefact,"generic, ambiguous (also = onion)"
m90a1,лук,1,artefact,"generic, ambiguous (also = onion)"
m90a1,карелия,1,region,Boreal
m91,лук,1,artefact,"generic, ambiguous (also = onion)"
m91,сахара,1,region,Desert
m91,сибирь,1,region,Tundra/Boreal
m91,пироги,1,artefact,Trop.
m91,нарты,7,artefact,Tundra/Boreal — sledge pl
m91,стрела,2,artefact,generic
m91,нарта,2,artefact,Tundra/Boreal — sledge
m91,нарте,3,artefact,Tundra/Boreal
m91a,карелия,1,region,Boreal
m91a,пироги,2,artefact,Trop.
m91a,нарты,3,artefact,Tundra/Boreal — sledge pl
m91a,нарта,1,artefact,Tundra/Boreal — sledge
m91b,лук,1,artefact,"generic, ambiguous (also = onion)"
m91b,сахара,1,region,Desert
m91b,нарта,1,artefact,Tundra/Boreal — sledge
m91b,нарте,2,artefact,Tundra/Boreal
m91b1,пироги,3,artefact,Trop.
m91b1,сибирь,1,region,Tundra/Boreal
m91c1,пироги,3,artefact,Trop.
m91c1,стрела,1,artefact,generic
m91c1,лук,1,artefact,"generic, ambiguous (also = onion)"
m91c1,сахара,1,region,Desert
m91c1,нарты,2,artefact,Tundra/Boreal — sledge pl
m91c1,нарта,2,artefact,Tundra/Boreal — sledge
m91c1,нарте,1,artefact,Tundra/Boreal
m91c2,маниока,1,artefact,Trop. Moist — manioc
m91c2,ямс,1,artefact,Trop. Moist — yam
m91c2,пироги,3,artefact,Trop.
m91c2,лук,1,artefact,"generic, ambiguous (also = onion)"
m91c2,карелия,1,region,Boreal
m91c2,нарты,2,artefact,Tundra/Boreal — sledge pl
m91c4,пироги,1,artefact,Trop.
m91c4,стрела,1,artefact,generic
m91d,пироги,1,artefact,Trop.
m91d,нарты,7,artefact,Tundra/Boreal — sledge pl
m91d,стрела,2,artefact,generic
m91d,нарта,1,artefact,Tundra/Boreal — sledge
m91d,северный,1,direction,Northern
m94,нарты,2,artefact,Tundra/Boreal — sledge pl
m94,стрела,1,artefact,generic
m94,нарта,3,artefact,Tundra/Boreal — sledge
m94,аляски,2,region,Tundra/Boreal
m94a,нарты,1,artefact,Tundra/Boreal — sledge pl
m94a,стрела,1,artefact,generic
m94a,нарта,2,artefact,Tundra/Boreal — sledge
m95,карелия,1,region,Boreal
m95,пироги,8,artefact,Trop.
m95,пирога,1,artefact,Trop. — pirogue
m95,полярный,1,climate,Arctic
m97,нарты,2,artefact,Tundra/Boreal — sledge pl
m97,стрела,5,artefact,generic
m97,лук,1,artefact,"generic, ambiguous (also = onion)"
m98,алтая,1,mountain,Mountain/Steppe
m99,нарты,2,artefact,Tundra/Boreal — sledge pl
n1,алтая,1,mountain,Mountain/Steppe
n1,алтай,1,mountain,Mountain/Steppe
n10,карелия,3,region,Boreal
n10,нарта,3,artefact,Tundra/Boreal — sledge
n10,нарте,1,artefact,Tundra/Boreal
n10,стрела,1,artefact,generic
n10,камчатки,1,region,Boreal/Tundra
n10a,карелии,1,region,Boreal
n10a,стрела,1,artefact,generic
n10a,камчатки,1,region,Boreal/Tundra
n10b,нарта,3,artefact,Tundra/Boreal — sledge
n10b,нарте,1,artefact,Tundra/Boreal
n10b,камчатки,1,region,Boreal/Tundra
n12,африки,2,region,Trop. Savanna/Moist
n12,нарте,1,artefact,Tundra/Boreal
n14,пироги,2,artefact,Trop.
n14,алтай,1,mountain,Mountain/Steppe
n15,карелия,1,region,Boreal
n15,пироги,1,artefact,Trop.
n18,пироги,1,artefact,Trop.
n21,стрела,1,artefact,generic
n22,пироги,1,artefact,Trop.
n24,алтай,1,mountain,Mountain/Steppe
n24,стрела,2,artefact,generic
n29,стрела,3,artefact,generic
n30,стрела,3,artefact,generic
n30,лук,1,artefact,"generic, ambiguous (also = onion)"
n30,алтай,4,mountain,Mountain/Steppe
n30,лены,1,river,Boreal/Tundra
n30,алтая,1,mountain,Mountain/Steppe
n30,амура,1,river,Boreal
n4,стрела,1,artefact,generic
n5,стрела,1,artefact,generic
n5,алтай,5,mountain,Mountain/Steppe
n7,лук,1,artefact,"generic, ambiguous (also = onion)"
n9,нарта,1,artefact,Tundra/Boreal — sledge
n9,лук,1,artefact,"generic, ambiguous (also = onion)"
n9,нарты,1,artefact,Tundra/Boreal — sledge pl
